Start
C6H5OCl
C; [0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0]
C; [0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
C; [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
C; [0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0] 
C; [0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0] 
H; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
H; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
H; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
H; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
C; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]
H; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
O; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
End
